,UNIT,Dayofweek,Hour,ENTRIESn_hourly
9446,R208,1,20.0,10672.0
9447,R208,2,0.0,4501.0
9448,R208,2,4.0,907.0
9449,R208,2,8.0,4665.0
9450,R208,2,10.0,1248.0
9451,R208,2,11.0,3250.0
9452,R208,2,12.0,37622.0
9453,R208,2,13.0,81.0
9454,R208,2,16.0,13562.0
9455,R208,2,20.0,10658.0
9456,R208,3,0.0,4602.0
9457,R208,3,4.0,872.0
9458,R208,3,8.0,11012.0
9459,R208,3,12.0,38789.0
9460,R208,3,14.0,180.0
9461,R208,3,15.0,528.0
9462,R208,3,16.0,9273.0
9463,R208,3,20.0,9187.0
9464,R208,4,0.0,7904.0
9465,R208,4,4.0,1457.0
9466,R208,4,8.0,10173.0
9467,R208,4,12.0,39061.0
9468,R208,4,16.0,11871.0
9469,R208,4,20.0,10963.0
9470,R208,5,0.0,5726.0
9471,R208,5,4.0,1076.0
9472,R208,5,8.0,2309.0
9473,R208,5,10.0,618.0
9474,R208,5,12.0,25455.0
9475,R208,5,16.0,11660.0
9476,R208,5,20.0,9666.0
9477,R208,6,0.0,5529.0
9478,R208,6,4.0,1778.0
9479,R208,6,8.0,2442.0
9480,R208,6,12.0,20434.0
9481,R208,6,16.0,15308.0
9482,R208,6,20.0,10504.0
9483,R209,0,0.0,1530.0
9484,R209,0,4.0,340.0
9485,R209,0,8.0,2479.0
9486,R209,0,11.0,1058.0
9487,R209,0,12.0,11312.0
9488,R209,0,16.0,5202.0
9489,R209,0,20.0,3866.0
9490,R209,1,0.0,2205.0
9491,R209,1,4.0,197.0
9492,R209,1,8.0,2326.0
9493,R209,1,12.0,11851.0
9494,R209,1,16.0,3587.0
9495,R209,1,20.0,4978.0
9496,R209,2,0.0,1475.0
9497,R209,2,4.0,213.0
9498,R209,2,8.0,1856.0
9499,R209,2,12.0,9929.0
9500,R209,2,16.0,6994.0
9501,R209,2,20.0,3813.0
9502,R209,3,0.0,1388.0
9503,R209,3,4.0,265.0
9504,R209,3,8.0,1437.0
9505,R209,3,12.0,12510.0
9506,R209,3,16.0,4105.0
9507,R209,3,20.0,3716.0
9508,R209,4,0.0,2377.0
9509,R209,4,4.0,210.0
9510,R209,4,8.0,1259.0
9511,R209,4,9.0,727.0
9512,R209,4,12.0,10623.0
9513,R209,4,14.0,357.0
9514,R209,4,16.0,5505.0
9515,R209,4,20.0,4160.0
9516,R209,5,0.0,1864.0
9517,R209,5,4.0,351.0
9518,R209,5,8.0,202.0
9519,R209,5,12.0,5375.0
9520,R209,5,16.0,4080.0
9521,R209,5,20.0,2869.0
9522,R209,6,0.0,1753.0
9523,R209,6,4.0,492.0
9524,R209,6,8.0,597.0
9525,R209,6,12.0,4160.0
9526,R209,6,16.0,3917.0
9527,R209,6,20.0,2806.0
9528,R210,0,0.0,1288.0
9529,R210,0,4.0,277.0
9530,R210,0,8.0,4415.0
9531,R210,0,12.0,7726.0
9532,R210,0,16.0,3309.0
9533,R210,0,20.0,2537.0
9534,R210,1,0.0,1022.0
9535,R210,1,4.0,379.0
9536,R210,1,7.0,41.0
9537,R210,1,8.0,3729.0
9538,R210,1,12.0,8066.0
9539,R210,1,16.0,2719.0
9540,R210,1,20.0,2171.0
9541,R210,2,0.0,1126.0
9542,R210,2,4.0,212.0
9543,R210,2,7.0,612.0
9544,R210,2,8.0,1114.0
9545,R210,2,12.0,9965.0
9546,R210,2,16.0,2712.0
9547,R210,2,20.0,2090.0
9548,R210,3,0.0,1113.0
9549,R210,3,4.0,216.0
9550,R210,3,8.0,331.0
9551,R210,3,10.0,1950.0
9552,R210,3,11.0,645.0
9553,R210,3,12.0,8551.0
9554,R210,3,16.0,2216.0
9555,R210,3,20.0,2678.0
9556,R210,4,0.0,1615.0
9557,R210,4,4.0,236.0
9558,R210,4,8.0,1139.0
9559,R210,4,12.0,9944.0
9560,R210,4,16.0,2885.0
9561,R210,4,20.0,2472.0
9562,R210,5,0.0,1507.0
9563,R210,5,4.0,259.0
9564,R210,5,8.0,926.0
9565,R210,5,12.0,3206.0
9566,R210,5,16.0,2377.0
9567,R210,5,20.0,1940.0
9568,R210,5,22.0,8.0
9569,R210,6,0.0,1278.0
9570,R210,6,4.0,319.0
9571,R210,6,8.0,148.0
9572,R210,6,12.0,3456.0
9573,R210,6,16.0,2483.0
9574,R210,6,20.0,1927.0
9575,R211,0,0.0,5706.0
9576,R211,0,4.0,1265.0
9577,R211,0,7.0,488.0
9578,R211,0,8.0,13466.0
9579,R211,0,12.0,31130.0
9580,R211,0,16.0,16477.0
9581,R211,0,18.0,1148.0
9582,R211,0,19.0,65.0
9583,R211,0,20.0,15203.0
9584,R211,1,0.0,3898.0
9585,R211,1,4.0,1021.0
9586,R211,1,7.0,155.0
9587,R211,1,8.0,14450.0
9588,R211,1,9.0,0.0
9589,R211,1,12.0,23978.0
9590,R211,1,14.0,894.0
9591,R211,1,16.0,12347.0
9592,R211,1,17.0,1378.0
9593,R211,1,20.0,11901.0
9594,R211,2,0.0,5287.0
9595,R211,2,4.0,1936.0
9596,R211,2,7.0,259.0
9597,R211,2,8.0,12848.0
9598,R211,2,9.0,1591.0
9599,R211,2,11.0,754.0
9600,R211,2,12.0,24183.0
9601,R211,2,15.0,1.0
9602,R211,2,16.0,12069.0
9603,R211,2,17.0,468.0
9604,R211,2,20.0,15388.0
9605,R211,3,0.0,4889.0
9606,R211,3,4.0,579.0
9607,R211,3,6.0,252.0
9608,R211,3,7.0,1432.0
9609,R211,3,8.0,11277.0
9610,R211,3,9.0,800.0
9611,R211,3,10.0,1948.0
9612,R211,3,11.0,2000.0
9613,R211,3,12.0,16456.0
9614,R211,3,13.0,85.0
9615,R211,3,16.0,12273.0
9616,R211,3,20.0,18426.0
9617,R211,3,21.0,1099.0
9618,R211,4,0.0,5248.0
9619,R211,4,3.0,496.0
9620,R211,4,4.0,273.0
9621,R211,4,8.0,11406.0
9622,R211,4,10.0,632.0
9623,R211,4,12.0,23364.0
9624,R211,4,16.0,15592.0
9625,R211,4,18.0,104.0
9626,R211,4,20.0,15495.0
9627,R211,5,0.0,10860.0
9628,R211,5,4.0,358.0
9629,R211,5,8.0,2422.0
9630,R211,5,12.0,9226.0
9631,R211,5,16.0,9621.0
9632,R211,5,20.0,7228.0
9633,R211,6,0.0,3573.0
9634,R211,6,4.0,748.0
9635,R211,6,8.0,1312.0
9636,R211,6,12.0,9991.0
9637,R211,6,16.0,12482.0
9638,R211,6,20.0,7801.0
9639,R212,0,0.0,2457.0
9640,R212,0,4.0,526.0
9641,R212,0,8.0,6591.0
9642,R212,0,12.0,21216.0
9643,R212,0,14.0,398.0
9644,R212,0,16.0,9650.0
9645,R212,0,20.0,12267.0
9646,R212,1,0.0,3000.0
9647,R212,1,4.0,485.0
9648,R212,1,8.0,7867.0
9649,R212,1,12.0,15650.0
9650,R212,1,16.0,6965.0
9651,R212,1,20.0,16309.0
9652,R212,2,0.0,3275.0
9653,R212,2,4.0,450.0
9654,R212,2,8.0,4083.0
9655,R212,2,11.0,0.0
9656,R212,2,12.0,22915.0
9657,R212,2,16.0,7798.0
9658,R212,2,20.0,11706.0
9659,R212,3,0.0,3061.0
9660,R212,3,4.0,478.0
9661,R212,3,8.0,5836.0
9662,R212,3,12.0,21613.0
9663,R212,3,16.0,6872.0
9664,R212,3,20.0,9208.0
9665,R212,4,0.0,2713.0
9666,R212,4,4.0,3118.0
9667,R212,4,8.0,6477.0
9668,R212,4,12.0,21395.0
9669,R212,4,16.0,8634.0
9670,R212,4,20.0,10715.0
9671,R212,5,0.0,3695.0
9672,R212,5,4.0,649.0
9673,R212,5,8.0,1598.0
9674,R212,5,12.0,11495.0
9675,R212,5,16.0,7357.0
9676,R212,5,20.0,5908.0
9677,R212,6,0.0,2760.0
9678,R212,6,4.0,746.0
9679,R212,6,8.0,848.0
9680,R212,6,12.0,10892.0
9681,R212,6,16.0,8149.0
9682,R212,6,20.0,5572.0
9683,R213,0,0.0,1818.0
9684,R213,0,4.0,288.0
9685,R213,0,8.0,2828.0
9686,R213,0,12.0,17541.0
9687,R213,0,16.0,8663.0
9688,R213,0,20.0,5675.0
9689,R213,1,0.0,1552.0
9690,R213,1,4.0,220.0
9691,R213,1,8.0,6243.0
9692,R213,1,12.0,12585.0
9693,R213,1,16.0,6414.0
9694,R213,1,20.0,4383.0
9695,R213,2,0.0,3389.0
9696,R213,2,4.0,2007.0
9697,R213,2,8.0,2395.0
9698,R213,2,12.0,18441.0
9699,R213,2,16.0,7336.0
9700,R213,2,20.0,4906.0
9701,R213,3,0.0,1574.0
9702,R213,3,4.0,205.0
9703,R213,3,8.0,1752.0
9704,R213,3,10.0,982.0
9705,R213,3,11.0,1290.0
9706,R213,3,12.0,16984.0
9707,R213,3,13.0,0.0
9708,R213,3,16.0,5534.0
9709,R213,3,20.0,5174.0
9710,R213,4,0.0,2995.0
9711,R213,4,4.0,924.0
9712,R213,4,8.0,1132.0
9713,R213,4,12.0,17509.0
9714,R213,4,16.0,8253.0
9715,R213,4,20.0,5248.0
9716,R213,5,0.0,2184.0
9717,R213,5,4.0,410.0
9718,R213,5,8.0,338.0
9719,R213,5,12.0,7934.0
9720,R213,5,16.0,5709.0
9721,R213,5,20.0,3917.0
9722,R213,6,0.0,2076.0
9723,R213,6,4.0,406.0
9724,R213,6,8.0,786.0
9725,R213,6,12.0,6645.0
9726,R213,6,16.0,5823.0
9727,R213,6,20.0,3682.0
9728,R214,0,0.0,1000.0
9729,R214,0,4.0,105.0
9730,R214,0,8.0,447.0
9731,R214,0,12.0,13204.0
9732,R214,0,16.0,4066.0
9733,R214,0,20.0,3281.0
9734,R214,1,0.0,817.0
9735,R214,1,4.0,86.0
9736,R214,1,8.0,6596.0
9737,R214,1,12.0,7346.0
9738,R214,1,16.0,2505.0
9739,R214,1,20.0,2251.0
9740,R214,2,0.0,2156.0
9741,R214,2,4.0,1230.0
9742,R214,2,12.0,14572.0
9743,R214,2,16.0,3397.0
9744,R214,2,20.0,2948.0
9745,R214,3,0.0,883.0
9746,R214,3,4.0,92.0
9747,R214,3,8.0,1328.0
9748,R214,3,12.0,13068.0
9749,R214,3,16.0,3476.0
9750,R214,3,20.0,3288.0
9751,R214,4,0.0,1165.0
9752,R214,4,4.0,128.0
9753,R214,4,8.0,2702.0
9754,R214,4,9.0,1052.0
9755,R214,4,10.0,1092.0
9756,R214,4,12.0,7891.0
9757,R214,4,16.0,3411.0
9758,R214,4,20.0,2902.0
9759,R214,5,0.0,2150.0
9760,R214,5,4.0,169.0
9761,R214,5,12.0,4561.0
9762,R214,5,16.0,3310.0
9763,R214,5,20.0,2369.0
9764,R214,6,0.0,1305.0
9765,R214,6,4.0,252.0
9766,R214,6,8.0,80.0
9767,R214,6,12.0,3780.0
9768,R214,6,16.0,3252.0
9769,R214,6,20.0,2018.0
9770,R215,0,0.0,3025.0
9771,R215,0,4.0,435.0
9772,R215,0,8.0,6422.0
9773,R215,0,12.0,16577.0
9774,R215,0,16.0,12072.0
9775,R215,0,20.0,10187.0
9776,R215,1,0.0,3259.0
9777,R215,1,4.0,304.0
9778,R215,1,8.0,6449.0
9779,R215,1,12.0,17443.0
9780,R215,1,16.0,10431.0
9781,R215,1,20.0,9207.0
9782,R215,2,0.0,3327.0
9783,R215,2,4.0,305.0
9784,R215,2,8.0,2823.0
9785,R215,2,12.0,21252.0
9786,R215,2,16.0,10660.0
9787,R215,2,20.0,8999.0
9788,R215,3,0.0,3424.0
9789,R215,3,4.0,315.0
9790,R215,3,8.0,3653.0
9791,R215,3,9.0,1880.0
9792,R215,3,10.0,2183.0
9793,R215,3,12.0,16107.0
9794,R215,3,16.0,10931.0
9795,R215,3,20.0,9416.0
9796,R215,4,0.0,3654.0
9797,R215,4,4.0,357.0
9798,R215,4,8.0,5149.0
9799,R215,4,9.0,1001.0
9800,R215,4,11.0,0.0
9801,R215,4,12.0,15861.0
9802,R215,4,16.0,10245.0
9803,R215,4,20.0,9104.0
9804,R215,5,0.0,5519.0
9805,R215,5,4.0,585.0
9806,R215,5,8.0,934.0
9807,R215,5,12.0,9123.0
9808,R215,5,16.0,7918.0
9809,R215,5,20.0,7027.0
9810,R215,6,0.0,3801.0
9811,R215,6,4.0,687.0
9812,R215,6,8.0,544.0
9813,R215,6,12.0,8230.0
9814,R215,6,16.0,7758.0
9815,R215,6,20.0,7152.0
9816,R216,0,0.0,1220.0
9817,R216,0,4.0,219.0
9818,R216,0,8.0,3870.0
9819,R216,0,12.0,10346.0
9820,R216,0,16.0,4925.0
9821,R216,0,20.0,4125.0
9822,R216,1,0.0,1033.0
9823,R216,1,4.0,185.0
9824,R216,1,8.0,5007.0
9825,R216,1,12.0,10421.0
9826,R216,1,16.0,4031.0
9827,R216,1,20.0,3878.0
9828,R216,2,0.0,1085.0
9829,R216,2,4.0,193.0
9830,R216,2,8.0,2112.0
9831,R216,2,12.0,13309.0
9832,R216,2,16.0,4026.0
9833,R216,2,20.0,3737.0
9834,R216,3,0.0,1162.0
9835,R216,3,4.0,185.0
9836,R216,3,7.0,320.0
9837,R216,3,8.0,3274.0
9838,R216,3,11.0,1047.0
9839,R216,3,12.0,10596.0
9840,R216,3,16.0,2662.0
9841,R216,3,20.0,4262.0
9842,R216,4,0.0,2246.0
9843,R216,4,4.0,405.0
9844,R216,4,8.0,2908.0
9845,R216,4,12.0,8838.0
9846,R216,4,16.0,4950.0
9847,R216,4,20.0,5471.0
9848,R216,5,0.0,1541.0
9849,R216,5,4.0,337.0
9850,R216,5,8.0,680.0
9851,R216,5,12.0,4303.0
9852,R216,5,16.0,3481.0
9853,R216,5,20.0,2588.0
9854,R216,6,0.0,1381.0
9855,R216,6,4.0,397.0
9856,R216,6,8.0,414.0
9857,R216,6,12.0,4146.0
9858,R216,6,16.0,3900.0
9859,R216,6,20.0,2577.0
9860,R217,0,0.0,3225.0
9861,R217,0,4.0,563.0
9862,R217,0,8.0,595.0
9863,R217,0,12.0,10360.0
9864,R217,0,16.0,12722.0
9865,R217,0,20.0,15386.0
9866,R217,1,0.0,3811.0
9867,R217,1,4.0,435.0
9868,R217,1,8.0,1632.0
9869,R217,1,12.0,8946.0
9870,R217,1,16.0,11480.0
9871,R217,1,20.0,14317.0
9872,R217,2,0.0,4102.0
9873,R217,2,4.0,539.0
9874,R217,2,8.0,349.0
9875,R217,2,12.0,10249.0
9876,R217,2,16.0,5522.0
9877,R217,2,20.0,19036.0
9878,R217,3,0.0,5349.0
9879,R217,3,4.0,456.0
9880,R217,3,8.0,393.0
9881,R217,3,12.0,8545.0
9882,R217,3,16.0,13268.0
9883,R217,3,20.0,14768.0
9884,R217,4,0.0,4547.0
9885,R217,4,4.0,637.0
9886,R217,4,8.0,459.0
9887,R217,4,12.0,9447.0
9888,R217,4,16.0,11685.0
9889,R217,4,20.0,13503.0
9890,R217,5,0.0,4710.0
9891,R217,5,4.0,1007.0
9892,R217,5,8.0,325.0
9893,R217,5,12.0,3578.0
9894,R217,5,16.0,6317.0
9895,R217,5,20.0,7277.0
9896,R217,6,0.0,4309.0
9897,R217,6,4.0,1258.0
9898,R217,6,8.0,58.0
9899,R217,6,12.0,2997.0
9900,R217,6,16.0,5624.0
9901,R217,6,20.0,6564.0
9902,R218,0,0.0,9195.0
9903,R218,0,4.0,1038.0
9904,R218,0,8.0,13267.0
9905,R218,0,12.0,25402.0
9906,R218,0,14.0,1191.0
9907,R218,0,16.0,10655.0
9908,R218,0,20.0,9419.0
9909,R218,1,0.0,2432.0
9910,R218,1,4.0,308.0
9911,R218,1,5.0,357.0
9912,R218,1,7.0,2963.0
9913,R218,1,8.0,10593.0
9914,R218,1,12.0,21676.0
9915,R218,1,16.0,9287.0
9916,R218,1,20.0,7747.0
9917,R218,2,0.0,2349.0
9918,R218,2,4.0,545.0
9919,R218,2,8.0,11545.0
9920,R218,2,10.0,27.0
9921,R218,2,11.0,84.0
9922,R218,2,12.0,22796.0
9923,R218,2,13.0,978.0
9924,R218,2,14.0,1530.0
9925,R218,2,16.0,6994.0
9926,R218,2,20.0,8648.0
9927,R218,3,0.0,2285.0
9928,R218,3,4.0,275.0
9929,R218,3,7.0,1921.0
9930,R218,3,8.0,8108.0
9931,R218,3,12.0,24234.0
9932,R218,3,14.0,1191.0
9933,R218,3,16.0,9458.0
9934,R218,3,20.0,8176.0
9935,R218,4,0.0,2583.0
9936,R218,4,4.0,305.0
9937,R218,4,8.0,13238.0
9938,R218,4,12.0,18664.0
9939,R218,4,13.0,393.0
9940,R218,4,16.0,8020.0
9941,R218,4,20.0,12551.0
9942,R218,5,0.0,5061.0
9943,R218,5,4.0,307.0
9944,R218,5,8.0,4098.0
9945,R218,5,12.0,10438.0
9946,R218,5,13.0,75.0
9947,R218,5,16.0,5903.0
9948,R218,5,20.0,7006.0
9949,R218,6,0.0,6760.0
9950,R218,6,4.0,3845.0
9951,R218,6,8.0,3381.0
9952,R218,6,12.0,11419.0
9953,R218,6,14.0,927.0
9954,R218,6,15.0,20.0
9955,R218,6,16.0,6265.0
9956,R218,6,20.0,6836.0
9957,R219,0,0.0,1220.0
9958,R219,0,4.0,516.0
9959,R219,0,8.0,5381.0
9960,R219,0,12.0,20261.0
9961,R219,0,15.0,326.0
9962,R219,0,16.0,7196.0
9963,R219,0,20.0,5916.0
9964,R219,1,0.0,1690.0
9965,R219,1,4.0,943.0
9966,R219,1,8.0,6519.0
9967,R219,1,9.0,0.0
9968,R219,1,10.0,0.0
9969,R219,1,11.0,2087.0
9970,R219,1,12.0,13095.0
9971,R219,1,16.0,8711.0
9972,R219,1,20.0,5229.0
9973,R219,2,0.0,2741.0
9974,R219,2,4.0,2095.0
9975,R219,2,7.0,789.0
9976,R219,2,8.0,3100.0
9977,R219,2,12.0,21175.0
9978,R219,2,16.0,7424.0
9979,R219,2,20.0,5928.0
9980,R219,3,0.0,1588.0
9981,R219,3,4.0,138.0
9982,R219,3,7.0,271.0
9983,R219,3,8.0,5004.0
9984,R219,3,12.0,17627.0
9985,R219,3,13.0,0.0
9986,R219,3,14.0,379.0
9987,R219,3,16.0,8857.0
9988,R219,3,20.0,5401.0
9989,R219,4,0.0,2524.0
9990,R219,4,4.0,154.0
9991,R219,4,8.0,3958.0
9992,R219,4,12.0,18244.0
9993,R219,4,16.0,6960.0
9994,R219,4,20.0,5415.0
9995,R219,5,0.0,4365.0
9996,R219,5,4.0,162.0
9997,R219,5,8.0,578.0
9998,R219,5,12.0,6743.0
9999,R219,5,16.0,4750.0
10000,R219,5,20.0,3270.0
10001,R219,6,0.0,2393.0
10002,R219,6,4.0,310.0
10003,R219,6,8.0,422.0
10004,R219,6,12.0,6362.0
10005,R219,6,16.0,5491.0
10006,R219,6,20.0,3109.0
10007,R219,6,23.0,170.0
10008,R220,0,0.0,3220.0
10009,R220,0,4.0,479.0
10010,R220,0,7.0,46.0
10011,R220,0,8.0,4670.0
10012,R220,0,12.0,19476.0
10013,R220,0,14.0,553.0
10014,R220,0,16.0,8826.0
10015,R220,0,20.0,10313.0
10016,R220,1,0.0,4115.0
10017,R220,1,4.0,377.0
10018,R220,1,8.0,4110.0
10019,R220,1,11.0,2747.0
10020,R220,1,12.0,14272.0
10021,R220,1,13.0,549.0
10022,R220,1,16.0,6106.0
10023,R220,1,20.0,15405.0
10024,R220,2,0.0,3142.0
10025,R220,2,4.0,388.0
10026,R220,2,8.0,2608.0
10027,R220,2,12.0,23103.0
10028,R220,2,14.0,865.0
10029,R220,2,16.0,5481.0
10030,R220,2,20.0,8093.0
10031,R220,3,0.0,3364.0
10032,R220,3,4.0,1135.0
10033,R220,3,8.0,6289.0
10034,R220,3,11.0,995.0
10035,R220,3,12.0,17698.0
10036,R220,3,16.0,7036.0
10037,R220,3,20.0,10372.0
10038,R220,4,0.0,3869.0
10039,R220,4,4.0,4407.0
10040,R220,4,7.0,33.0
10041,R220,4,8.0,3551.0
10042,R220,4,10.0,38.0
10043,R220,4,11.0,99.0
10044,R220,4,12.0,15215.0
10045,R220,4,16.0,9517.0
10046,R220,4,20.0,9807.0
10047,R220,5,0.0,7317.0
10048,R220,5,4.0,812.0
10049,R220,5,8.0,692.0
10050,R220,5,12.0,3842.0
10051,R220,5,16.0,5246.0
10052,R220,5,20.0,5002.0
10053,R220,6,0.0,3731.0
10054,R220,6,4.0,1328.0
10055,R220,6,8.0,264.0
10056,R220,6,10.0,1.0
10057,R220,6,12.0,4401.0
10058,R220,6,13.0,0.0
10059,R220,6,14.0,0.0
10060,R220,6,16.0,6447.0
10061,R220,6,20.0,5168.0
10062,R221,0,0.0,3184.0
10063,R221,0,4.0,588.0
10064,R221,0,7.0,2155.0
10065,R221,0,8.0,2988.0
10066,R221,0,12.0,17591.0
10067,R221,0,16.0,8973.0
10068,R221,0,20.0,7674.0
10069,R221,1,0.0,2680.0
10070,R221,1,4.0,419.0
10071,R221,1,8.0,5914.0
10072,R221,1,12.0,15410.0
10073,R221,1,16.0,7369.0
10074,R221,1,20.0,6812.0
10075,R221,2,0.0,2882.0
10076,R221,2,4.0,421.0
10077,R221,2,7.0,527.0
10078,R221,2,8.0,5451.0
10079,R221,2,12.0,15621.0
10080,R221,2,16.0,8057.0
10081,R221,2,20.0,6633.0
10082,R221,3,0.0,2799.0
10083,R221,3,4.0,445.0
10084,R221,3,8.0,1479.0
10085,R221,3,12.0,18987.0
10086,R221,3,14.0,1452.0
10087,R221,3,16.0,5823.0
10088,R221,3,20.0,6644.0
10089,R221,4,0.0,5261.0
10090,R221,4,4.0,435.0
10091,R221,4,7.0,1629.0
10092,R221,4,8.0,3819.0
10093,R221,4,12.0,15840.0
10094,R221,4,15.0,1522.0
10095,R221,4,16.0,6319.0
10096,R221,4,20.0,7042.0
10097,R221,5,0.0,3680.0
10098,R221,5,4.0,654.0
10099,R221,5,10.0,2168.0
10100,R221,5,12.0,7883.0
10101,R221,5,16.0,4654.0
10102,R221,5,20.0,7282.0
10103,R221,6,0.0,3387.0
10104,R221,6,4.0,1106.0
10105,R221,6,12.0,9138.0
10106,R221,6,16.0,6482.0
10107,R221,6,20.0,5093.0
10108,R222,0,1.0,4050.0
10109,R222,0,5.0,1719.0
10110,R222,0,9.0,30188.0
10111,R222,0,13.0,15491.0
10112,R222,0,17.0,13382.0
10113,R222,0,21.0,9798.0
10114,R222,1,1.0,3193.0
10115,R222,1,5.0,1457.0
10116,R222,1,9.0,32354.0
10117,R222,1,13.0,12999.0
10118,R222,1,14.0,22.0
10119,R222,1,17.0,10152.0
10120,R222,1,21.0,7268.0
10121,R222,2,1.0,2432.0
10122,R222,2,5.0,1923.0
10123,R222,2,9.0,31925.0
10124,R222,2,13.0,12040.0
10125,R222,2,17.0,12077.0
10126,R222,2,21.0,7702.0
10127,R222,3,1.0,2491.0
10128,R222,3,5.0,1411.0
10129,R222,3,9.0,32107.0
10130,R222,3,13.0,13382.0
10131,R222,3,17.0,11944.0
10132,R222,3,21.0,7245.0
10133,R222,4,1.0,2738.0
10134,R222,4,5.0,1457.0
10135,R222,4,9.0,30486.0
10136,R222,4,13.0,13095.0
10137,R222,4,17.0,12381.0
10138,R222,4,21.0,7957.0
10139,R222,5,1.0,3496.0
10140,R222,5,5.0,988.0
10141,R222,5,9.0,9045.0
10142,R222,5,13.0,10384.0
10143,R222,5,17.0,10598.0
10144,R222,5,21.0,6549.0
10145,R222,6,1.0,3576.0
10146,R222,6,5.0,1173.0
10147,R222,6,9.0,6975.0
10148,R222,6,13.0,10027.0
10149,R222,6,17.0,10226.0
10150,R222,6,21.0,5937.0
10151,R223,0,0.0,4119.0
10152,R223,0,4.0,857.0
10153,R223,0,8.0,11090.0
10154,R223,0,12.0,23695.0
10155,R223,0,16.0,12177.0
10156,R223,0,20.0,12683.0
10157,R223,1,0.0,4107.0
10158,R223,1,4.0,913.0
10159,R223,1,8.0,8946.0
10160,R223,1,9.0,222.0
10161,R223,1,12.0,19663.0
10162,R223,1,13.0,0.0
10163,R223,1,16.0,7170.0
10164,R223,1,20.0,12061.0
10165,R223,2,0.0,9241.0
10166,R223,2,4.0,2199.0
10167,R223,2,8.0,7002.0
10168,R223,2,11.0,2893.0
10169,R223,2,12.0,22697.0
10170,R223,2,16.0,9628.0
10171,R223,2,20.0,11797.0
10172,R223,3,0.0,3470.0
10173,R223,3,4.0,1587.0
10174,R223,3,8.0,9447.0
10175,R223,3,12.0,19829.0
10176,R223,3,16.0,13982.0
10177,R223,3,20.0,11562.0
10178,R223,4,0.0,4510.0
10179,R223,4,4.0,1173.0
10180,R223,4,8.0,8180.0
10181,R223,4,12.0,23471.0
10182,R223,4,16.0,10155.0
10183,R223,4,20.0,12301.0
10184,R223,5,0.0,5378.0
10185,R223,5,4.0,1362.0
10186,R223,5,8.0,3264.0
10187,R223,5,12.0,14067.0
10188,R223,5,16.0,11344.0
10189,R223,5,20.0,9239.0
10190,R223,6,0.0,4708.0
10191,R223,6,4.0,1418.0
10192,R223,6,8.0,1935.0
10193,R223,6,12.0,13191.0
10194,R223,6,16.0,12926.0
10195,R223,6,20.0,8492.0
10196,R224,0,0.0,2907.0
10197,R224,0,4.0,292.0
10198,R224,0,7.0,8.0
10199,R224,0,8.0,1536.0
10200,R224,0,10.0,526.0
10201,R224,0,12.0,7807.0
10202,R224,0,16.0,4578.0
10203,R224,0,20.0,6857.0
10204,R224,1,0.0,1829.0
10205,R224,1,4.0,194.0
10206,R224,1,8.0,473.0
10207,R224,1,12.0,10273.0
10208,R224,1,16.0,3809.0
10209,R224,1,20.0,5243.0
10210,R224,2,0.0,1980.0
10211,R224,2,4.0,180.0
10212,R224,2,8.0,528.0
10213,R224,2,12.0,10340.0
10214,R224,2,16.0,4139.0
10215,R224,2,20.0,5182.0
10216,R224,3,0.0,2060.0
10217,R224,3,4.0,174.0
10218,R224,3,8.0,1098.0
10219,R224,3,12.0,9420.0
10220,R224,3,16.0,3973.0
10221,R224,3,20.0,5510.0
10222,R224,4,0.0,3496.0
10223,R224,4,4.0,332.0
10224,R224,4,8.0,169.0
10225,R224,4,12.0,9611.0
10226,R224,4,16.0,4278.0
10227,R224,4,20.0,5204.0
10228,R224,5,0.0,2606.0
10229,R224,5,4.0,496.0
10230,R224,5,12.0,3652.0
10231,R224,5,16.0,4456.0
10232,R224,5,20.0,4306.0
10233,R224,6,0.0,2605.0
10234,R224,6,4.0,535.0
10235,R224,6,8.0,229.0
10236,R224,6,12.0,3568.0
10237,R224,6,16.0,4724.0
10238,R224,6,20.0,3974.0
10239,R225,0,0.0,832.0
10240,R225,0,4.0,149.0
10241,R225,0,8.0,232.0
10242,R225,0,11.0,42.0
10243,R225,0,12.0,2587.0
10244,R225,0,16.0,6669.0
10245,R225,0,20.0,8319.0
10246,R225,1,0.0,2134.0
10247,R225,1,4.0,148.0
10248,R225,1,8.0,170.0
10249,R225,1,12.0,2482.0
10250,R225,1,16.0,5988.0
10251,R225,1,20.0,7310.0
10252,R225,2,0.0,2240.0
10253,R225,2,4.0,592.0
10254,R225,2,8.0,534.0
10255,R225,2,9.0,27.0
10256,R225,2,10.0,12.0
10257,R225,2,12.0,2144.0
10258,R225,2,16.0,5419.0
10259,R225,2,20.0,7062.0
10260,R225,3,0.0,3436.0
10261,R225,3,4.0,106.0
10262,R225,3,8.0,71.0
10263,R225,3,11.0,71.0
10264,R225,3,12.0,2422.0
10265,R225,3,14.0,835.0
10266,R225,3,16.0,5249.0
10267,R225,3,18.0,158.0
10268,R225,3,20.0,7590.0
10269,R225,4,0.0,2245.0
10270,R225,4,4.0,161.0
10271,R225,4,8.0,32.0
10272,R225,4,12.0,2715.0
10273,R225,4,16.0,6696.0
10274,R225,4,20.0,7339.0
10275,R225,5,0.0,2104.0
10276,R225,5,4.0,315.0
10277,R225,5,8.0,22.0
10278,R225,5,12.0,1317.0
